Path,Heroes,Talents,Exp,Win
"['bush1', 'tree4', 'bush4', 'cave']","[('lustav', 'bard'), ('pouko', 'ranger'), ('surho', 'warrior')]","{'lustav': ['Icicle'], 'pouko': ['Grasping Roots'], 'surho': ['Threatening']}",8,False
"['tree1', 'bush2', 'bush3', 'cave']","[('ohannes', 'wizard'), ('baawo', 'wizard'), ('yanne', 'ranger')]","{'ohannes': ['Icicle'], 'baawo': ['Dissolver'], 'yanne': ['Swift']}",3,False
"['bush1', 'tree3', 'bush4', 'cave']","[('tekka', 'barbarian'), ('lustav', 'bard'), ('molli', 'cleric')]","{'tekka': ['Iron Skin'], 'lustav': ['Virtuoso'], 'molli': ['Domain Tempest']}",9,False
"['tree1', 'bush2', 'bush3', 'cave']","[('huho', 'bard'), ('feetu', 'paladin'), ('molli', 'cleric')]","{'huho': ['Icicle', 'Lound Tune'], 'feetu': ['Crusader', 'Inspiring Presence'], 'molli': ['Domain War']}",16,False
"['tree1', 'tree2', 'bush2', 'cave']","[('zaku', 'paladin'), ('domi', 'barbarian'), ('urri', 'thief')]","{'zaku': ['Overwhelming Presence'], 'domi': ['Rage'], 'urri': ['Precise Strikes']}",11,False
"['bush1', 'tree4', 'bush4', 'cave']","[('urri', 'thief'), ('lustav', 'bard'), ('tekka', 'barbarian')]","{'urri': ['Greedy', 'Nimble'], 'lustav': ['Helpful tune', 'Acid Splash'], 'tekka': ['Savage']}",17,False
"['bush1', 'tree3', 'bush4', 'cave']","[('seino', 'cleric'), ('bouko', 'warrior'), ('heijo', 'cleric')]","{'seino': ['Domain Tempest'], 'bouko': ['Prepared'], 'heijo': ['Domain Stone']}",9,False
"['bush1', 'tree4', 'bush4', 'cave']","[('yanne', 'ranger'), ('baawo', 'wizard'), ('domi', 'barbarian')]","{'yanne': ['Swift', 'Grasping Roots'], 'baawo': ['Freezing Wind'], 'domi': ['Iron Skin', 'Savage']}",17,False
"['bush1', 'tree3', 'bush4', 'cave']","[('feetu', 'paladin'), ('molli', 'cleric'), ('tyrki', 'wizard')]","{'feetu': ['Healing hands'], 'molli': ['Domain Warmth', 'Comfort'], 'tyrki': ['Burn']}",18,False
"['bush1', 'tree4', 'bush4', 'cave']","[('molli', 'cleric'), ('seino', 'cleric'), ('auri', 'thief')]","{'molli': ['Domain Stone'], 'seino': ['Domain Flame'], 'auri': ['Agile']}",8,False
"['bush1', 'tree3', 'bush4', 'cave']","[('feetu', 'paladin'), ('meijo', 'warrior'), ('urri', 'thief')]","{'feetu': ['Smite', 'Overwhelming Presence'], 'meijo': ['Threatening', 'Threatening'], 'urri': ['Precise Strikes', 'Ambush']}",18,False
"['tree1', 'tree2', 'bush2', 'cave']","[('domi', 'barbarian'), ('molli', 'cleric'), ('pouko', 'ranger')]","{'domi': ['Primal Brutality'], 'molli': ['Domain Flame'], 'pouko': ['Green Power']}",11,False
"['tree1', 'tree2', 'bush2', 'cave']","[('domi', 'barbarian'), ('heijo', 'cleric'), ('zaku', 'paladin')]","{'domi': ['Primal Brutality'], 'heijo': ['Domain Flame'], 'zaku': ['Holy Presence']}",11,False
"['tree1', 'bush2', 'bush3', 'cave']","[('yanne', 'ranger'), ('duomo', 'warrior'), ('wuhani', 'wizard')]","{'yanne': ['Grudge', 'Green Power'], 'duomo': ['Armored'], 'wuhani': ['Lightning Zap']}",16,False
"['tree1', 'tree2', 'bush2', 'cave']","[('duomo', 'warrior'), ('surho', 'warrior'), ('heijo', 'cleric')]","{'duomo': ['Well Rounded'], 'surho': ['Well Rounded'], 'heijo': ['Domain Tempest']}",11,False
"['bush1', 'tree4', 'bush4', 'cave']","[('bouko', 'warrior'), ('surho', 'warrior'), ('huho', 'bard')]","{'bouko': ['Ominous'], 'surho': ['Intimidating'], 'huho': ['Nimble Fingers']}",8,False
"['tree1', 'bush2', 'bush3', 'cave']","[('surho', 'warrior'), ('meijo', 'warrior'), ('molli', 'cleric')]","{'surho': ['Prepared', 'Prepared'], 'meijo': ['Armored', 'Dangerous'], 'molli': ['Domain Flame']}",16,False
"['tree1', 'tree2', 'bush2', 'cave']","[('yanne', 'ranger'), ('pouko', 'ranger'), ('molli', 'cleric')]","{'yanne': ['Hunter'], 'pouko': ['Green Power'], 'molli': ['Domain Flame']}",11,False
"['tree1', 'bush2', 'bush3', 'cave']","[('tekka', 'barbarian'), ('domi', 'barbarian'), ('pouko', 'ranger')]","{'tekka': ['Savage', 'Violent Nature'], 'domi': ['Iron Skin', 'Violent Nature'], 'pouko': ['Grasping Roots', 'Grasping Roots']}",16,False
"['tree1', 'bush2', 'bush3', 'cave']","[('insio', 'thief'), ('heijo', 'cleric'), ('meijo', 'warrior')]","{'insio': ['Ambush'], 'heijo': ['Domain Stone'], 'meijo': ['Prepared']}",9,False
"['bush1', 'tree4', 'bush4', 'cave']","[('marvi', 'thief'), ('domi', 'barbarian'), ('seino', 'cleric')]","{'marvi': ['Precise Strikes'], 'domi': ['Naturally Hardy'], 'seino': ['Domain Stone']}",8,False
"['bush1', 'tree4', 'bush4', 'cave']","[('zaku', 'paladin'), ('domi', 'barbarian'), ('tekka', 'barbarian')]","{'zaku': ['Protective Presence', 'Smite'], 'domi': ['Intimidating Presence', 'Savage'], 'tekka': ['Iron Skin']}",17,False
"['bush1', 'tree4', 'bush4', 'cave']","[('lustav', 'bard'), ('tekka', 'barbarian'), ('bouko', 'warrior')]","{'lustav': ['Virtuoso'], 'tekka': ['Rage'], 'bouko': ['Well Rounded']}",8,False
"['tree1', 'bush2', 'bush3', 'cave']","[('tekka', 'barbarian'), ('insio', 'thief'), ('domi', 'barbarian')]","{'tekka': ['Savage'], 'insio': ['Nimble', 'Agile'], 'domi': ['Violent Nature', 'Savage']}",16,False
"['bush1', 'tree4', 'bush4', 'cave']","[('seino', 'cleric'), ('domi', 'barbarian'), ('tekka', 'barbarian')]","{'seino': ['Domain Flame', 'Fire Power'], 'domi': ['Iron Skin'], 'tekka': ['Savage', 'Savage']}",17,False
"['tree1', 'bush2', 'bush3', 'cave']","[('heijo', 'cleric'), ('domi', 'barbarian'), ('lustav', 'bard')]","{'heijo': ['Domain Flame'], 'domi': ['Savage'], 'lustav': ['Helpful tune']}",9,False
"['bush1', 'tree4', 'bush4', 'cave']","[('heijo', 'cleric'), ('baawo', 'wizard'), ('tyrki', 'wizard')]","{'heijo': ['Domain War'], 'baawo': ['Fire Gush'], 'tyrki': ['Lightning Zap']}",8,False
"['tree1', 'tree2', 'bush2', 'cave']","[('molli', 'cleric'), ('lustav', 'bard'), ('urri', 'thief')]","{'molli': ['Domain Warmth'], 'lustav': ['Rapid Tune'], 'urri': ['Agile']}",11,False
"['tree1', 'tree2', 'bush2', 'cave']","[('tyrki', 'wizard'), ('heijo', 'cleric'), ('ohannes', 'wizard')]","{'tyrki': ['Icicle'], 'heijo': ['Domain Warmth'], 'ohannes': ['Burn']}",11,False
"['bush1', 'tree3', 'bush4', 'cave']","[('meijo', 'warrior'), ('surho', 'warrior'), ('baawo', 'wizard')]","{'meijo': ['Well Rounded'], 'surho': ['Ominous'], 'baawo': ['Storm Child']}",9,False
"['tree1', 'bush2', 'bush3', 'cave']","[('baawo', 'wizard'), ('yanne', 'ranger'), ('marvi', 'thief')]","{'baawo': ['Fire Gush'], 'yanne': ['Survival Skills'], 'marvi': ['Agile']}",9,False
"['bush1', 'tree3', 'bush4', 'cave']","[('fantti', 'cleric'), ('surho', 'warrior'), ('marvi', 'thief')]","{'fantti': ['Domain Flame'], 'surho': ['Threatening'], 'marvi': ['Ambush']}",9,False
"['tree1', 'tree2', 'bush2', 'cave']","[('feetu', 'paladin'), ('zaku', 'paladin'), ('pouko', 'ranger')]","{'feetu': ['Crusader'], 'zaku': ['Smite'], 'pouko': ['Grudge']}",11,False
"['bush1', 'tree3', 'bush4', 'cave']","[('fantti', 'cleric'), ('duomo', 'warrior'), ('molli', 'cleric')]","{'fantti': ['Domain Warmth'], 'duomo': ['Well Rounded'], 'molli': ['Domain Warmth']}",9,False
"['tree1', 'tree2', 'bush2', 'cave']","[('meijo', 'warrior'), ('molli', 'cleric'), ('tekka', 'barbarian')]","{'meijo': ['Armored'], 'molli': ['Domain War'], 'tekka': ['Savage']}",11,False
"['bush1', 'tree4', 'bush4', 'cave']","[('fantti', 'cleric'), ('wuhani', 'wizard'), ('molli', 'cleric')]","{'fantti': ['Domain Warmth'], 'wuhani': ['Lightning Zap'], 'molli': ['Domain Flame']}",8,False
"['bush1', 'tree3', 'bush4', 'cave']","[('wuhani', 'wizard'), ('seino', 'cleric'), ('zaku', 'paladin')]","{'wuhani': ['Burn'], 'seino': ['Domain Tempest'], 'zaku': ['Overwhelming Presence']}",9,False
"['bush1', 'tree4', 'bush4', 'cave']","[('domi', 'barbarian'), ('huho', 'bard'), ('marvi', 'thief')]","{'domi': ['Iron Skin', 'Rage'], 'huho': ['Helpful tune', 'Acid Splash'], 'marvi': ['Deadly']}",17,False
"['bush1', 'tree4', 'bush4', 'cave']","[('ohannes', 'wizard'), ('seino', 'cleric'), ('duomo', 'warrior')]","{'ohannes': ['Storm Child'], 'seino': ['Domain Warmth'], 'duomo': ['Dangerous']}",8,False
"['bush1', 'tree4', 'bush4', 'cave']","[('feetu', 'paladin'), ('wuhani', 'wizard'), ('domi', 'barbarian')]","{'feetu': ['Smite', 'Overwhelming Presence'], 'wuhani': ['Fire Gush'], 'domi': ['Iron Skin', 'Violent Nature']}",17,False
"['bush1', 'tree3', 'bush4', 'cave']","[('tekka', 'barbarian'), ('seino', 'cleric'), ('huho', 'bard')]","{'tekka': ['Iron Skin'], 'seino': ['Domain Stone'], 'huho': ['Lound Tune']}",9,False
"['bush1', 'tree4', 'bush4', 'cave']","[('molli', 'cleric'), ('tyrki', 'wizard'), ('bouko', 'warrior')]","{'molli': ['Domain Tempest'], 'tyrki': ['Lightning Zap'], 'bouko': ['Ominous']}",8,False
"['tree1', 'bush2', 'bush3', 'cave']","[('domi', 'barbarian'), ('urri', 'thief'), ('feetu', 'paladin')]","{'domi': ['Naturally Hardy'], 'urri': ['Nimble'], 'feetu': ['Overwhelming Presence']}",9,False
"['bush1', 'tree3', 'bush4', 'cave']","[('lustav', 'bard'), ('tyrki', 'wizard'), ('duomo', 'warrior')]","{'lustav': ['Icicle'], 'tyrki': ['Storm Child'], 'duomo': ['Well Rounded']}",9,False
"['bush1', 'tree4', 'bush4', 'cave']","[('marvi', 'thief'), ('auri', 'thief'), ('tyrki', 'wizard')]","{'marvi': ['Greedy'], 'auri': ['Greedy'], 'tyrki': ['Acid Splash']}",8,False
"['tree1', 'bush2', 'bush3', 'cave']","[('heijo', 'cleric'), ('pouko', 'ranger'), ('urri', 'thief')]","{'heijo': ['Domain Tempest'], 'pouko': ['Grudge'], 'urri': ['Agile']}",9,False
"['bush1', 'tree3', 'bush4', 'cave']","[('wuhani', 'wizard'), ('surho', 'warrior'), ('auri', 'thief')]","{'wuhani': ['Fire Gush'], 'surho': ['Well Rounded'], 'auri': ['Inconspicuous']}",9,False
"['bush1', 'tree3', 'bush4', 'cave']","[('heijo', 'cleric'), ('feetu', 'paladin'), ('zaku', 'paladin')]","{'heijo': ['Domain Tempest', 'Lightning Zap'], 'feetu': ['Healing hands'], 'zaku': ['Crusader', 'Overwhelming Presence']}",18,False
"['tree1', 'tree2', 'bush2', 'cave']","[('molli', 'cleric'), ('wuhani', 'wizard'), ('huho', 'bard')]","{'molli': ['Domain Warmth'], 'wuhani': ['Burn'], 'huho': ['Icicle']}",5,False
"['bush1', 'tree4', 'bush4', 'cave']","[('seino', 'cleric'), ('ohannes', 'wizard'), ('bouko', 'warrior')]","{'seino': ['Domain Flame'], 'ohannes': ['Icicle'], 'bouko': ['Threatening']}",8,False
"['bush1', 'tree4', 'bush4', 'cave']","[('lustav', 'bard'), ('heijo', 'cleric'), ('molli', 'cleric')]","{'lustav': ['Acid Splash'], 'heijo': ['Domain Tempest'], 'molli': ['Domain War']}",8,False
"['tree1', 'bush2', 'bush3', 'cave']","[('heijo', 'cleric'), ('tyrki', 'wizard'), ('yanne', 'ranger')]","{'heijo': ['Domain War'], 'tyrki': ['Lightning Zap'], 'yanne': ['Grudge']}",9,False
"['bush1', 'tree3', 'bush4', 'cave']","[('ohannes', 'wizard'), ('marvi', 'thief'), ('baawo', 'wizard')]","{'ohannes': ['Burn'], 'marvi': ['Greedy'], 'baawo': ['Storm Child']}",2,False
"['bush1', 'tree3', 'bush4', 'cave']","[('zaku', 'paladin'), ('domi', 'barbarian'), ('seino', 'cleric')]","{'zaku': ['Crusader'], 'domi': ['Rage', 'Iron Skin'], 'seino': ['Domain Flame', 'Flame Bolt']}",18,False
"['bush1', 'tree4', 'bush4', 'cave']","[('insio', 'thief'), ('molli', 'cleric'), ('auri', 'thief')]","{'insio': ['Ambush'], 'molli': ['Domain Tempest'], 'auri': ['Inconspicuous']}",8,False
"['bush1', 'tree4', 'bush4', 'cave']","[('baawo', 'wizard'), ('pouko', 'ranger'), ('seino', 'cleric')]","{'baawo': ['Fire Gush'], 'pouko': ['Swift'], 'seino': ['Domain Tempest']}",8,False
"['bush1', 'tree3', 'bush4', 'cave']","[('marvi', 'thief'), ('huho', 'bard'), ('duomo', 'warrior')]","{'marvi': ['Deadly'], 'huho': ['Nimble Fingers'], 'duomo': ['Well Rounded']}",9,False
"['bush1', 'tree3', 'bush4', 'cave']","[('marvi', 'thief'), ('tyrki', 'wizard'), ('bouko', 'warrior')]","{'marvi': ['Precise Strikes'], 'tyrki': ['Acid Splash'], 'bouko': ['Intimidating']}",9,False
"['bush1', 'tree3', 'bush4', 'cave']","[('meijo', 'warrior'), ('huho', 'bard'), ('insio', 'thief')]","{'meijo': ['Armored', 'Prepared'], 'huho': ['Nimble Fingers', 'Helpful tune'], 'insio': ['Deadly']}",18,False
"['tree1', 'tree2', 'bush2', 'cave']","[('seino', 'cleric'), ('zaku', 'paladin'), ('meijo', 'warrior')]","{'seino': ['Domain Warmth'], 'zaku': ['Holy Presence'], 'meijo': ['Well Rounded']}",11,False
"['bush1', 'tree3', 'bush4', 'cave']","[('urri', 'thief'), ('wuhani', 'wizard'), ('lustav', 'bard')]","{'urri': ['Inconspicuous'], 'wuhani': ['Freezing Wind'], 'lustav': ['Rapid Tune']}",2,False
"['bush1', 'tree4', 'bush4', 'cave']","[('fantti', 'cleric'), ('yanne', 'ranger'), ('huho', 'bard')]","{'fantti': ['Domain War'], 'yanne': ['Green Power'], 'huho': ['Nimble Fingers']}",8,False
"['tree1', 'bush2', 'bush3', 'cave']","[('pouko', 'ranger'), ('auri', 'thief'), ('urri', 'thief')]","{'pouko': ['Swift'], 'auri': ['Inconspicuous'], 'urri': ['Greedy']}",9,False
"['bush1', 'tree4', 'bush4', 'cave']","[('bouko', 'warrior'), ('fantti', 'cleric'), ('urri', 'thief')]","{'bouko': ['Prepared'], 'fantti': ['Domain Flame'], 'urri': ['Agile']}",8,False
"['tree1', 'bush2', 'bush3', 'cave']","[('seino', 'cleric'), ('wuhani', 'wizard'), ('meijo', 'warrior')]","{'seino': ['Domain Flame'], 'wuhani': ['Lightning Zap'], 'meijo': ['Intimidating']}",9,False
"['bush1', 'tree3', 'bush4', 'cave']","[('tekka', 'barbarian'), ('zaku', 'paladin'), ('molli', 'cleric')]","{'tekka': ['Violent Nature'], 'zaku': ['Overwhelming Presence'], 'molli': ['Domain Tempest']}",9,False
"['bush1', 'tree4', 'bush4', 'cave']","[('duomo', 'warrior'), ('pouko', 'ranger'), ('heijo', 'cleric')]","{'duomo': ['Well Rounded'], 'pouko': ['Hunter', 'Hunter'], 'heijo': ['Domain War', 'Zealous']}",17,False
"['tree1', 'bush2', 'bush3', 'cave']","[('lustav', 'bard'), ('urri', 'thief'), ('ohannes', 'wizard')]","{'lustav': ['Lound Tune'], 'urri': ['Deadly'], 'ohannes': ['Acid Splash']}",9,False
"['tree1', 'bush2', 'bush3', 'cave']","[('wuhani', 'wizard'), ('marvi', 'thief'), ('pouko', 'ranger')]","{'wuhani': ['Lightning Zap', 'Acid Splash'], 'marvi': ['Precise Strikes'], 'pouko': ['Thorn Strike', 'Grudge']}",16,False
"['bush1', 'tree4', 'bush4', 'cave']","[('ohannes', 'wizard'), ('bouko', 'warrior'), ('molli', 'cleric')]","{'ohannes': ['Acid Splash'], 'bouko': ['Threatening'], 'molli': ['Domain Tempest']}",8,False
"['bush1', 'tree4', 'bush4', 'cave']","[('bouko', 'warrior'), ('wuhani', 'wizard'), ('molli', 'cleric')]","{'bouko': ['Threatening'], 'wuhani': ['Lightning Zap'], 'molli': ['Domain Flame']}",8,False
"['bush1', 'tree3', 'bush4', 'cave']","[('surho', 'warrior'), ('wuhani', 'wizard'), ('molli', 'cleric')]","{'surho': ['Threatening'], 'wuhani': ['Icicle'], 'molli': ['Domain Stone']}",9,False
"['bush1', 'tree3', 'bush4', 'cave']","[('huho', 'bard'), ('ohannes', 'wizard'), ('molli', 'cleric')]","{'huho': ['Icicle'], 'ohannes': ['Lightning Zap'], 'molli': ['Domain Tempest']}",9,False
"['bush1', 'tree3', 'bush4', 'cave']","[('huho', 'bard'), ('auri', 'thief'), ('heijo', 'cleric')]","{'huho': ['Nimble Fingers'], 'auri': ['Ambush'], 'heijo': ['Domain Stone']}",2,False
"['bush1', 'tree4', 'bush4', 'cave']","[('meijo', 'warrior'), ('lustav', 'bard'), ('yanne', 'ranger')]","{'meijo': ['Prepared', 'Armored'], 'lustav': ['Virtuoso'], 'yanne': ['Green Power', 'Hunter']}",17,False
"['bush1', 'tree3', 'bush4', 'cave']","[('urri', 'thief'), ('huho', 'bard'), ('zaku', 'paladin')]","{'urri': ['Ambush'], 'huho': ['Helpful tune'], 'zaku': ['Overwhelming Presence']}",9,False
"['tree1', 'tree2', 'bush2', 'cave']","[('tekka', 'barbarian'), ('zaku', 'paladin'), ('huho', 'bard')]","{'tekka': ['Primal Brutality'], 'zaku': ['Overwhelming Presence'], 'huho': ['Virtuoso']}",11,False
"['bush1', 'tree4', 'bush4', 'cave']","[('huho', 'bard'), ('surho', 'warrior'), ('ohannes', 'wizard')]","{'huho': ['Lound Tune'], 'surho': ['Prepared'], 'ohannes': ['Dissolver']}",8,False
"['tree1', 'bush2', 'bush3', 'cave']","[('heijo', 'cleric'), ('feetu', 'paladin'), ('surho', 'warrior')]","{'heijo': ['Domain Warmth', 'Comfort'], 'feetu': ['Holy Presence', 'Protective Presence'], 'surho': ['Well Rounded', 'Prepared']}",16,False
"['tree1', 'tree2', 'bush2', 'cave']","[('molli', 'cleric'), ('fantti', 'cleric'), ('domi', 'barbarian')]","{'molli': ['Domain Tempest'], 'fantti': ['Domain War'], 'domi': ['Savage']}",11,False
"['bush1', 'tree4', 'bush4', 'cave']","[('baawo', 'wizard'), ('wuhani', 'wizard'), ('meijo', 'warrior')]","{'baawo': ['Acid Splash'], 'wuhani': ['Dissolver'], 'meijo': ['Threatening']}",8,False
"['tree1', 'tree2', 'bush2', 'cave']","[('molli', 'cleric'), ('insio', 'thief'), ('surho', 'warrior')]","{'molli': ['Domain Warmth'], 'insio': ['Ambush'], 'surho': ['Intimidating']}",11,False
"['bush1', 'tree3', 'bush4', 'cave']","[('tyrki', 'wizard'), ('duomo', 'warrior'), ('meijo', 'warrior')]","{'tyrki': ['Burn', 'Burn'], 'duomo': ['Threatening'], 'meijo': ['Dangerous', 'Intimidating']}",18,False
"['tree1', 'bush2', 'bush3', 'cave']","[('huho', 'bard'), ('tekka', 'barbarian'), ('zaku', 'paladin')]","{'huho': ['Nimble Fingers'], 'tekka': ['Violent Nature', 'Savage'], 'zaku': ['Holy Presence']}",16,False
"['bush1', 'tree4', 'bush4', 'cave']","[('heijo', 'cleric'), ('zaku', 'paladin'), ('yanne', 'ranger')]","{'heijo': ['Domain War', 'Wrath'], 'zaku': ['Crusader'], 'yanne': ['Green Power', 'Green Power']}",17,False
"['tree1', 'bush2', 'bush3', 'cave']","[('baawo', 'wizard'), ('lustav', 'bard'), ('surho', 'warrior')]","{'baawo': ['Lightning Zap'], 'lustav': ['Virtuoso'], 'surho': ['Threatening']}",9,False
"['bush1', 'tree3', 'bush4', 'cave']","[('pouko', 'ranger'), ('marvi', 'thief'), ('insio', 'thief')]","{'pouko': ['Green Power'], 'marvi': ['Agile'], 'insio': ['Greedy']}",9,False
"['tree1', 'bush2', 'bush3', 'cave']","[('tekka', 'barbarian'), ('zaku', 'paladin'), ('yanne', 'ranger')]","{'tekka': ['Naturally Hardy', 'Intimidating Presence'], 'zaku': ['Holy Presence'], 'yanne': ['Green Power', 'Swift']}",16,False
"['bush1', 'tree4', 'bush4', 'cave']","[('auri', 'thief'), ('domi', 'barbarian'), ('zaku', 'paladin')]","{'auri': ['Deadly', 'Ambush'], 'domi': ['Primal Brutality', 'Rage'], 'zaku': ['Protective Presence', 'Holy Presence']}",17,False
"['bush1', 'tree4', 'bush4', 'cave']","[('marvi', 'thief'), ('fantti', 'cleric'), ('feetu', 'paladin')]","{'marvi': ['Nimble'], 'fantti': ['Domain Flame'], 'feetu': ['Holy Presence']}",8,False
"['bush1', 'tree3', 'bush4', 'cave']","[('urri', 'thief'), ('fantti', 'cleric'), ('molli', 'cleric')]","{'urri': ['Greedy'], 'fantti': ['Domain Flame'], 'molli': ['Domain War']}",9,False
"['tree1', 'tree2', 'bush2', 'cave']","[('tyrki', 'wizard'), ('feetu', 'paladin'), ('auri', 'thief')]","{'tyrki': ['Lightning Zap'], 'feetu': ['Holy Presence'], 'auri': ['Precise Strikes']}",11,False
"['tree1', 'bush2', 'bush3', 'cave']","[('fantti', 'cleric'), ('duomo', 'warrior'), ('lustav', 'bard')]","{'fantti': ['Domain War'], 'duomo': ['Ominous'], 'lustav': ['Icicle']}",9,False
"['tree1', 'tree2', 'bush2', 'cave']","[('feetu', 'paladin'), ('pouko', 'ranger'), ('ohannes', 'wizard')]","{'feetu': ['Overwhelming Presence'], 'pouko': ['Grasping Roots'], 'ohannes': ['Icicle']}",5,False
"['bush1', 'tree4', 'bush4', 'cave']","[('heijo', 'cleric'), ('urri', 'thief'), ('baawo', 'wizard')]","{'heijo': ['Domain Warmth', 'Comfort'], 'urri': ['Precise Strikes'], 'baawo': ['Lightning Zap']}",17,False
"['tree1', 'tree2', 'bush2', 'cave']","[('fantti', 'cleric'), ('feetu', 'paladin'), ('duomo', 'warrior')]","{'fantti': ['Domain War'], 'feetu': ['Healing hands'], 'duomo': ['Intimidating']}",11,False
"['tree1', 'bush2', 'bush3', 'cave']","[('marvi', 'thief'), ('molli', 'cleric'), ('zaku', 'paladin')]","{'marvi': ['Ambush'], 'molli': ['Domain Flame'], 'zaku': ['Healing hands']}",9,False
"['bush1', 'tree4', 'bush4', 'cave']","[('fantti', 'cleric'), ('marvi', 'thief'), ('yanne', 'ranger')]","{'fantti': ['Domain Tempest'], 'marvi': ['Nimble'], 'yanne': ['Grasping Roots']}",8,False
"['bush1', 'tree4', 'bush4', 'cave']","[('pouko', 'ranger'), ('auri', 'thief'), ('domi', 'barbarian')]","{'pouko': ['Survival Skills', 'Green Power'], 'auri': ['Deadly', 'Deadly'], 'domi': ['Violent Nature', 'Violent Nature']}",17,False
"['tree1', 'tree2', 'bush2', 'cave']","[('duomo', 'warrior'), ('domi', 'barbarian'), ('baawo', 'wizard')]","{'duomo': ['Prepared'], 'domi': ['Savage'], 'baawo': ['Icicle']}",11,False
"['tree1', 'bush2', 'bush3', 'cave']","[('molli', 'cleric'), ('tekka', 'barbarian'), ('duomo', 'warrior')]","{'molli': ['Domain Tempest'], 'tekka': ['Iron Skin'], 'duomo': ['Prepared', 'Intimidating']}",16,False
"['tree1', 'tree2', 'bush2', 'cave']","[('tyrki', 'wizard'), ('bouko', 'warrior'), ('tekka', 'barbarian')]","{'tyrki': ['Fire Gush'], 'bouko': ['Well Rounded'], 'tekka': ['Violent Nature']}",11,False
"['tree1', 'tree2', 'bush2', 'cave']","[('tekka', 'barbarian'), ('marvi', 'thief'), ('meijo', 'warrior')]","{'tekka': ['Iron Skin'], 'marvi': ['Ambush'], 'meijo': ['Prepared']}",11,False
"['bush1', 'tree3', 'bush4', 'cave']","[('zaku', 'paladin'), ('ohannes', 'wizard'), ('tyrki', 'wizard')]","{'zaku': ['Holy Presence'], 'ohannes': ['Storm Child'], 'tyrki': ['Lightning Zap']}",9,False
"['tree1', 'tree2', 'bush2', 'cave']","[('tyrki', 'wizard'), ('heijo', 'cleric'), ('seino', 'cleric')]","{'tyrki': ['Freezing Wind'], 'heijo': ['Domain Flame'], 'seino': ['Domain Flame']}",11,False
"['tree1', 'bush2', 'bush3', 'cave']","[('surho', 'warrior'), ('fantti', 'cleric'), ('pouko', 'ranger')]","{'surho': ['Threatening'], 'fantti': ['Domain Warmth', 'Heal Wounds'], 'pouko': ['Thorn Strike', 'Grasping Roots']}",16,False
"['tree1', 'tree2', 'bush2', 'cave']","[('fantti', 'cleric'), ('urri', 'thief'), ('tekka', 'barbarian')]","{'fantti': ['Domain Warmth'], 'urri': ['Agile'], 'tekka': ['Rage']}",11,False
"['tree1', 'bush2', 'bush3', 'cave']","[('zaku', 'paladin'), ('domi', 'barbarian'), ('duomo', 'warrior')]","{'zaku': ['Protective Presence'], 'domi': ['Iron Skin', 'Rage'], 'duomo': ['Ominous', 'Ominous']}",16,False
"['bush1', 'tree3', 'bush4', 'cave']","[('surho', 'warrior'), ('meijo', 'warrior'), ('domi', 'barbarian')]","{'surho': ['Armored', 'Prepared'], 'meijo': ['Intimidating', 'Intimidating'], 'domi': ['Savage', 'Violent Nature']}",18,False
"['tree1', 'bush2', 'bush3', 'cave']","[('tekka', 'barbarian'), ('meijo', 'warrior'), ('zaku', 'paladin')]","{'tekka': ['Intimidating Presence', 'Iron Skin'], 'meijo': ['Armored'], 'zaku': ['Healing hands', 'Protective Presence']}",16,False
"['bush1', 'tree4', 'bush4', 'cave']","[('meijo', 'warrior'), ('yanne', 'ranger'), ('auri', 'thief')]","{'meijo': ['Well Rounded'], 'yanne': ['Green Power', 'Grasping Roots'], 'auri': ['Deadly', 'Agile']}",17,False
"['tree1', 'bush2', 'bush3', 'cave']","[('feetu', 'paladin'), ('fantti', 'cleric'), ('insio', 'thief')]","{'feetu': ['Smite'], 'fantti': ['Domain Flame'], 'insio': ['Nimble']}",9,False
"['tree1', 'bush2', 'bush3', 'cave']","[('pouko', 'ranger'), ('huho', 'bard'), ('heijo', 'cleric')]","{'pouko': ['Grasping Roots'], 'huho': ['Virtuoso'], 'heijo': ['Domain Warmth']}",9,False
"['bush1', 'tree4', 'bush4', 'cave']","[('surho', 'warrior'), ('seino', 'cleric'), ('tekka', 'barbarian')]","{'surho': ['Intimidating'], 'seino': ['Domain Warmth'], 'tekka': ['Rage']}",8,False
"['tree1', 'tree2', 'bush2', 'cave']","[('baawo', 'wizard'), ('marvi', 'thief'), ('meijo', 'warrior')]","{'baawo': ['Burn'], 'marvi': ['Ambush'], 'meijo': ['Dangerous']}",11,False
"['bush1', 'tree4', 'bush4', 'cave']","[('seino', 'cleric'), ('tyrki', 'wizard'), ('tekka', 'barbarian')]","{'seino': ['Domain Stone'], 'tyrki': ['Dissolver'], 'tekka': ['Violent Nature']}",8,False
"['tree1', 'bush2', 'bush3', 'cave']","[('fantti', 'cleric'), ('ohannes', 'wizard'), ('feetu', 'paladin')]","{'fantti': ['Domain War'], 'ohannes': ['Freezing Wind'], 'feetu': ['Overwhelming Presence']}",9,False
"['tree1', 'tree2', 'bush2', 'cave']","[('ohannes', 'wizard'), ('baawo', 'wizard'), ('surho', 'warrior')]","{'ohannes': ['Freezing Wind'], 'baawo': ['Storm Child'], 'surho': ['Intimidating']}",5,False
